UPC,PRODUCT_GROUP,PRODUCT_NAME,SKU,Fabric,Gender,Category,Style,Design,Color,Size,TYPE_NAME_DETAIL_EN,TYPE_NAME_GROUP,Price
1002706198035,Concept,Frame,CCO-EDE-UNI-SOU-FRA-FRA-MIX-0,EDE,UNI,SOU,FRA,FRA,MIX,0,0,Other,310000
1003881136072,Apparel,Flying Stock,GPR-GSL-WOM-TTS-ONE-FST-ORA-L,GSL,WOM,TTS,ONE,FST,ORA,L,Tank Top Sleeveless,Tank Top,750000
1008462507470,Apparel,Flying Fish,GPR-GCV-MEN-SIS-BUT-FLH-WHI-L,GCV,MEN,SIS,BUT,FLH,WHI,L,Shirt Short Sleeves ,Shirt,1790000
1018774360946,Concept,Constable,CCO-DSP-UNI-BAG-HDB-CON-RGN-0,DSP,UNI,BAG,HDB,CON,RGN,0,0,Other,12250000
1028616235707,Concept,Bardot,CCO-DSP-UNI-BAG-CLU-BAR-RED-0,DSP,UNI,BAG,CLU,BAR,RED,0,0,Other,3300000
1029532505400,Concept,Bardot,CCO-DSP-UNI-BAG-CLU-BAR-PUR-0,DSP,UNI,BAG,CLU,BAR,PUR,0,0,Other,3300000
1036704952177,Apparel,Saigon Traffic,GPR-GBA-MEN-TSS-ONE-STC-WHI-XXL,GBA,MEN,TSS,ONE,STC,WHI,XXL,T-Shirt Short Sleeves,T-Shirt,710000
1037951943130,Art,CA PARADISE ZOOM LEFT,CCO-PAS-UNI-ART-ART-CP1-MIX-A3,PAS,UNI,ART,ART,CP1,MIX,A3,0,Other,5000000
1040317153234,Apparel,Star map,GPR-GOR-MEN-TSS-ONE-SMP-BLK-M,GOR,MEN,TSS,ONE,SMP,BLK,M,T-Shirt Short Sleeves,T-Shirt,790000
1044940745071,Accessories,Headband,GPR-OTH-UNI-HWR-HEA-MIX-MIX-0,OTH,UNI,HWR,HEA,MIX,MIX,0,0,Other,105000
1053187208201,Apparel,Urban,GPR-GOR-MEN-TSS-ONE-URB-JBG-L,GOR,MEN,TSS,ONE,URB,JBG,L,T-Shirt Short Sleeves,T-Shirt,790000
1061114435798,Concept,Khăn 2M Truyen Kieu 70x70,CCO-LAN-UNI-HWR-SC2-TKU-PIN-70x70,LAN,UNI,HWR,SC2,TKU,PIN,70x70,0,Other,749000
1067914257486,Apparel,Autumn Lion,GPR-GSL-KID-TSS-ONE-AUL-WHI-10,GSL,KID,TSS,ONE,AUL,WHI,10,T-Shirt Short Sleeves,T-Shirt,650000
1068272385279,Apparel,Shuttlecock,GPR-GSP-MEN-POL-MAN-SHU-NAV-S,GSP,MEN,POL,MAN,SHU,NAV,S,Polo Short sleeves,Polo,1090000
1075263734800,Concept,Damascus M390 Santoku 18cm,CPU-VNE-UNI-SOU-DAS-SAN-SGR-18CM,VNE,UNI,SOU,DAS,SAN,SGR,18CM,0,Other,12500000
1078842893035,Apparel,Vietnam Telecom,GPR-GOR-MEN-TSS-ONE-VTM-GRE-XXL,GOR,MEN,TSS,ONE,VTM,GRE,XXL,T-Shirt Short Sleeves,T-Shirt,790000
1087844862079,Art,FRAME,CCO-PAS-UNI-ART-ART-FRA-MIX-AG,PAS,UNI,ART,ART,FRA,MIX,AG,0,Other,1000000
1102806988670,Concept,Sitting Buddha,CPU-PSD-UNI-SOU-DEC-SIB-BRO-8,PSD,UNI,SOU,DEC,SIB,BRO,8,0,Other,290000
1103930901535,Apparel,Logo,GPR-GPI-MEN-POL-MAN-LOG-AGD-S,GPI,MEN,POL,MAN,LOG,AGD,S,Polo Short sleeves,Polo,1190000
1105872563871,Concept,Cora I,CCO-DSP-UNI-FWR-FLA-CO1-HOE-37,DSP,UNI,FWR,FLA,CO1,HOE,37,0,Other,5950000
1113470118409,Apparel,The Eight Horses of Triumph,GPR-GSU-WOM-TTB-BNE-EHT-YEL-M,GSU,WOM,TTB,BNE,EHT,YEL,M,Tanktop Open Back,Tank Top,950000
1113524387249,Apparel,Di Dau,GPR-GOR-MEN-TSS-ONE-DDU-GRE-M,GOR,MEN,TSS,ONE,DDU,GRE,M,T-Shirt Short Sleeves,T-Shirt,790000
1130035009057,Concept,Khăn 2M Đoàn Thị Điểm 70x70,CCO-LAN-UNI-HWR-SC2-DTD-GRN-70x70,LAN,UNI,HWR,SC2,DTD,GRN,70x70,0,Other,749000
1134914281077,Concept,Silk beads,CCO-HAM-UNI-JEW-NEC-142-MIX-0,HAM,UNI,JEW,NEC,142,MIX,0,0,Other,1800000
1145470298133,Apparel,Gao,GPR-GOR-MEN-TSS-HNE-GAO-BLK-L,GOR,MEN,TSS,HNE,GAO,BLK,L,T-Shirt Short Sleeves,T-Shirt,1650000
1145867173203,Art,FRAME,CCO-PAS-UNI-ART-ART-FRA-MIX-A1,PAS,UNI,ART,ART,FRA,MIX,A1,0,Other,2500000
1148733069105,Art,"HER HAIR, THE LAST REFUGE",CCO-PAS-UNI-ART-ART-HHR-MIX-A1,PAS,UNI,ART,ART,HHR,MIX,A1,0,Other,7500000
1150392641639,Concept,Schaeffer,CCO-DSP-UNI-BAG-CHR-SCH-BWH-0,DSP,UNI,BAG,CHR,SCH,BWH,0,0,Other,1150000
1159525763002,Concept,"Silk beads, Enamel",CCO-HAM-UNI-JEW-NEC-A29-MIX-0,HAM,UNI,JEW,NEC,A29,MIX,0,0,Other,1800000
1164868917173,Concept,"Silk beads, Enamel",CCO-HAM-UNI-JEW-NEC-076-MIX-0,HAM,UNI,JEW,NEC,076,MIX,0,0,Other,1800000
1165815805543,Accessories,Lily Pattern,GPR-OTH-UNI-HWR-CAP-LPN-BOR-S,OTH,UNI,HWR,CAP,LPN,BOR,S,0,Other,370000
1170845549305,Apparel,Linen Pants,GPR-GLI-MEN-PAF-BBT-LIN-WHI-XL,GLI,MEN,PAF,BBT,LIN,WHI,XL,Pants slim fit,Pants,2690000
1180395777400,Apparel,Red Lantern,GPR-GPI-MEN-POL-MAN-RLN-OLI-S,GPI,MEN,POL,MAN,RLN,OLI,S,Polo Short sleeves,Polo,1190000
1182703260376,Accessories,Notebook Hoi an,GPR-OTH-UNI-SOU-NBI-HAI-MIX-A5,OTH,UNI,SOU,NBI,HAI,MIX,A5,0,Other,210000
1188206568438,Concept,"Silk beads, Enamel",CCO-HAM-UNI-JEW-NEC-140-MIX-0,HAM,UNI,JEW,NEC,140,MIX,0,0,Other,1800000
1192948041722,Apparel,Wolf,GPR-GOR-WOM-TTB-BNE-WOL-GRE-S,GOR,WOM,TTB,BNE,WOL,GRE,S,Tanktop Open Back,Tank Top,790000
1196268057401,CF,Ruby Plum Tea,GPR-GCF-UNI-FNB-CFO-RPT-MIX-0,GCF,UNI,FNB,CFO,RPT,MIX,0,0,Other,75000
1210083593576,Concept,Túi cầm tay loại lớn (Accessories Bag L) ,CCO-DSP-UNI-BAG-HDB-ABG-HGP-L,DSP,UNI,BAG,HDB,ABG,HGP,L,0,Other,4800000
1211280847608,Concept,Aznavour I,CCO-DSP-UNI-BAG-CCR-AZ1-DBN-0,DSP,UNI,BAG,CCR,AZ1,DBN,0,0,Other,2100000
1213911738606,Concept,Bertrand Loafer I,CCO-DSP-UNI-FWR-LES-BL1-TOB-39,DSP,UNI,FWR,LES,BL1,TOB,39,0,Other,5800000
1229417612005,Concept,Men’s Seurat,CCO-DSP-UNI-BAG-WAL-SEU-OBO-0,DSP,UNI,BAG,WAL,SEU,OBO,0,0,Other,2900000
1232111333077,Apparel,Hoa,GPR-GSL-WOM-APP-BNE-HOA-WHI-S,GSL,WOM,APP,BNE,HOA,WHI,S,Apple,Apple,750000
1232144517772,Apparel,Street coffee,GPR-GBA-MEN-TSS-ONE-STE-WHI-M,GBA,MEN,TSS,ONE,STE,WHI,M,T-Shirt Short Sleeves,T-Shirt,710000
1236357218495,Apparel,Jungle,GPR-GPI-MEN-POL-MAN-JUN-WHI-S,GPI,MEN,POL,MAN,JUN,WHI,S,Polo Short sleeves,Polo,1190000
1237698231372,Apparel,Hoi An,GPR-GBA-MEN-TSS-ONE-HAI-BLK-M,GBA,MEN,TSS,ONE,HAI,BLK,M,T-Shirt Short Sleeves,T-Shirt,710000
1245855030119,Apparel,Vietnam Telecom,GPR-GOR-MEN-TSS-ONE-VTM-GRE-M,GOR,MEN,TSS,ONE,VTM,GRE,M,T-Shirt Short Sleeves,T-Shirt,790000
1256403278563,Apparel,Di Dau,GPR-GOR-MEN-TSS-ONE-DDU-GRE-S,GOR,MEN,TSS,ONE,DDU,GRE,S,T-Shirt Short Sleeves,T-Shirt,790000
1273977977135,Concept,Spice Road Gin,CPU-LTN-UNI-FNB-GIN-HAI-MIX-0,LTN,UNI,FNB,GIN,HAI,MIX,0,0,Other,459000
1276875050108,Apparel,Street Vendor,GPR-GFI-MEN-HLS-ONE-SVR-WHI-XS,GFI,MEN,HLS,ONE,SVR,WHI,XS,Hoodies long sleeves,Hoodie,1590000
1283418848801,Concept,SAIGON CLASSIQUE' 24,CPU-NGO-UNI-FWR-SNE-SGS-SAG-40,NGO,UNI,FWR,SNE,SGS,SAG,40,0,Other,3850000
1289409839605,Accessories,Hanoi Corner,GPR-OTH-UNI-SOU-NBS-HNC-NAV-A6,OTH,UNI,SOU,NBS,HNC,NAV,A6,0,Other,65000
1290167137971,Concept,Nam Phương 6x130,CCO-LAN-UNI-HWR-SC2-NPG-PUR-6x130,LAN,UNI,HWR,SC2,NPG,PUR,6x130,0,Other,365000
1291120572778,Concept,Bộ cờ tỷ phú lumina Hà Nội,CPU-MAZ-UNI-SOU-GAM-HNL-LUM-0,MAZ,UNI,SOU,GAM,HNL,LUM,0,0,Other,2450000
1296283698136,Concept,Phsar Dek,CCO-DSP-UNI-FWR-LES-PHD-BUR-45,DSP,UNI,FWR,LES,PHD,BUR,45,0,Other,7500000
1298050638031,Concept,ED Tote Bag - Miss Kim,CCO-EDE-UNI-BAG-TTB-KIM-BLU-0,EDE,UNI,BAG,TTB,KIM,BLU,0,0,Other,470000
1300311935565,Concept,Laughing Buddha,CPU-PSD-UNI-SOU-DEC-LBA-BSR-56,PSD,UNI,SOU,DEC,LBA,BSR,56,0,Other,3650000
1304694982901,Concept,Loofah back scrubbing belt,CPU-GAR-UNI-SOU-LBS-LB1-MIX-0,GAR,UNI,SOU,LBS,LB1,MIX,0,0,Other,135000
1311825206706,Apparel,Shuttlecock,GPR-GSP-MEN-POL-MAN-SHU-BLK-M,GSP,MEN,POL,MAN,SHU,BLK,M,Polo Short sleeves,Polo,1090000
1316617794201,Concept,Standing Buddha,CPU-PSD-UNI-SOU-DEC-SBA-YEL-18,PSD,UNI,SOU,DEC,SBA,YEL,18,0,Other,550000
1321701205020,Accessories,Crossbody Bag,GPR-OTH-UNI-BAG-CRB-LOG-YEO-0,OTH,UNI,BAG,CRB,LOG,YEO,0,0,Other,3650000
1344315990465,Apparel,Traffic Light,GPR-GSL-KID-TSS-ONE-TLT-BLK-2,GSL,KID,TSS,ONE,TLT,BLK,2,T-Shirt Short Sleeves,T-Shirt,550000
1346755967038,Apparel,The Chairs,GPR-GOR-MEN-TSS-HNE-TCS-WHI-XXL,GOR,MEN,TSS,HNE,TCS,WHI,XXL,T-Shirt Short Sleeves,T-Shirt,1390000
1349986647137,Concept,Gaskell I (Hard),CCO-DSP-UNI-BAG-HDB-GA1-DAH-0,DSP,UNI,BAG,HDB,GA1,DAH,0,0,Other,8690000
1353809571370,Apparel,Jungle,GPR-GOR-MEN-TSP-ONE-JUN-JBG-S,GOR,MEN,TSP,ONE,JUN,JBG,S,T-shirts Pocket Short Sleeves,T-Shirt,990000
1353868565105,Apparel,Vietnam waves,GPR-GBA-MEN-TSS-ONE-VNW-WHI-S,GBA,MEN,TSS,ONE,VNW,WHI,S,T-Shirt Short Sleeves,T-Shirt,1590000
1359007809932,Apparel,Linen Pants,GPR-GLI-MEN-PAF-BBT-LIN-NAV-S,GLI,MEN,PAF,BBT,LIN,NAV,S,Pants slim fit,Pants,2690000
1368319518302,Concept,"Jade, Enamel",CCO-HAM-UNI-JEW-EAR-32R-MIX-0,HAM,UNI,JEW,EAR,32R,MIX,0,0,Other,600000
9566167175735,Concept,"Jade, Resin",CCO-HAM-UNI-JEW-EAR-32R-MIX-0,HAM,UNI,JEW,EAR,32R,MIX,0,0,Other,600000
1382347346836,Concept,Slipper Neruda,CCO-DSP-UNI-FWR-SLI-SLN-TAN-40,DSP,UNI,FWR,SLI,SLN,TAN,40,0,Other,7500000
1392579771047,Accessories,Urban,GPR-OTH-UNI-FWR-SLI-URB-ORA-38,OTH,UNI,FWR,SLI,URB,ORA,38,0,Other,395000
1399832142477,Concept,Schaeffer,CCO-DSP-UNI-BAG-CHR-SCH-LGN-0,DSP,UNI,BAG,CHR,SCH,LGN,0,0,Other,1150000
7945220284935,Concept,Schaeffer,CCO-DSP-UNI-BAG-CHR-SCH-LGN-0,DSP,UNI,BAG,CHR,SCH,LGN,0,0,Other,1150000
1401275656333,Concept,Bronte,CCO-DSP-UNI-BAG-HDB-BRO-TMB-0,DSP,UNI,BAG,HDB,BRO,TMB,0,0,Other,6190000
1405646387130,Apparel,Traffic jam,GPR-GBA-MEN-TSP-ONE-TJM-OLI-XXL,GBA,MEN,TSP,ONE,TJM,OLI,XXL,T-shirts Pocket Short Sleeves,T-Shirt,710000
1415073799703,Concept,"Silk beas, Stones",CCO-HAM-UNI-JEW-BRA-M10-MIX-0,HAM,UNI,JEW,BRA,M10,MIX,0,0,Other,900000
1416524924231,Concept,Ngọc Hân - Nguyễn Huệ 90x90,CCO-LAN-UNI-HWR-SC1-NHH-GRN-90x90,LAN,UNI,HWR,SC1,NHH,GRN,90x90,0,Other,849000
1421659596307,Concept,ED Tote Bag - Miss Kieu,CCO-EDE-UNI-BAG-TTB-KIE-PIN-0,EDE,UNI,BAG,TTB,KIE,PIN,0,0,Other,470000
1423945312134,Concept,"Gold Plt, Amazonite, EU Leatherr",CCO-HAM-UNI-JEW-NEC-110-MIX-0,HAM,UNI,JEW,NEC,110,MIX,0,0,Other,5500000
1427761436739,Concept,Sơn La Blend,CCO-SHI-UNI-FNB-CFB-SLB-WHI-CAN,SHI,UNI,FNB,CFB,SLB,WHI,CAN,0,Other,250000
1427994911539,Concept,Laughing Buddha,CPU-PSD-UNI-SOU-DEC-LBA-BRO-8,PSD,UNI,SOU,DEC,LBA,BRO,8,0,Other,290000
1428526684303,Concept,"Golden metal,  Silk tassel, Glass",CCO-HAM-UNI-JEW-NEC-117-MIX-0,HAM,UNI,JEW,NEC,117,MIX,0,0,Other,2800000
1435500672201,Concept,KM Mint & Lemon,CCO-ODE-UNI-COS-BCE-D01-NON-0,ODE,UNI,COS,BCE,D01,NON,0,0,Other,215000
1438769038405,Apparel,Hang Hoa,GPR-GBA-WOM-PZE-ONE-HHA-WHI-L,GBA,WOM,PZE,ONE,HHA,WHI,L,Plus Size,Plus Size,890000
1442671629606,Apparel,Urban,GPR-GBA-MEN-TSS-ONE-URB-GRE-S,GBA,MEN,TSS,ONE,URB,GRE,S,T-Shirt Short Sleeves,T-Shirt,710000
1451923021501,Concept,Cezanne,CCO-DSP-UNI-BAG-CLU-CEZ-CME-0,DSP,UNI,BAG,CLU,CEZ,CME,0,0,Other,2850000
1470176402004,Apparel,Monfox,GPR-GOR-KID-TSS-ONE-MOX-PPA-6,GOR,KID,TSS,ONE,MOX,PPA,6,T-Shirt Short Sleeves,T-Shirt,590000
1482326209173,Apparel,Beer Pop,GPR-GBA-MEN-TSS-ONE-BPP-BLK-S,GBA,MEN,TSS,ONE,BPP,BLK,S,T-Shirt Short Sleeves,T-Shirt,710000
1485050713725,Apparel,Old Quarter,GPR-GOR-MEN-TSS-ONE-OQR-GRE-M,GOR,MEN,TSS,ONE,OQR,GRE,M,T-Shirt Short Sleeves,T-Shirt,790000
1488398428207,Concept,Standing Buddha,CPU-PSD-UNI-SOU-DEC-SBA-YEL-8,PSD,UNI,SOU,DEC,SBA,YEL,8,0,Other,290000
1489137949878,Concept,Gaskell I (Hard),CCO-DSP-UNI-BAG-HDB-GA1-GRE-0,DSP,UNI,BAG,HDB,GA1,GRE,0,0,Other,8690000
1494166532731,Apparel,Hanoi Corner,GPR-GOR-MEN-TSS-ONE-HNC-WHI-XL,GOR,MEN,TSS,ONE,HNC,WHI,XL,T-Shirt Short Sleeves,T-Shirt,1090000
1499362406534,Apparel,Tropical Night,GPR-GCL-MEN-TSO-ONE-TNT-WHI-S,GCL,MEN,TSO,ONE,TNT,WHI,S,T-Shirt Oversized,T-Shirt,1390000
1499412046673,Concept,"Silk Beads, Enamel, Jade",CCO-HAM-UNI-JEW-NEC-D73-MIX-0,HAM,UNI,JEW,NEC,D73,MIX,0,0,Other,1800000
1499577239170,Concept,Silk beads,CCO-HAM-UNI-JEW-NEC-136-MIX-0,HAM,UNI,JEW,NEC,136,MIX,0,0,Other,1800000
1502490339725,Concept,SneakerBannister,CCO-DSP-UNI-FWR-SNE-SBA-LDP-42,DSP,UNI,FWR,SNE,SBA,LDP,42,0,Other,7500000
1503559832577,Apparel,Urban,GPR-GBA-MEN-TSS-ONE-URB-GRE-XXL,GBA,MEN,TSS,ONE,URB,GRE,XXL,T-Shirt Short Sleeves,T-Shirt,710000
1507148756701,Apparel,Jungle,GPR-GBA-MEN-TSP-ONE-JUN-JBG-L,GBA,MEN,TSP,ONE,JUN,JBG,L,T-shirts Pocket Short Sleeves,T-Shirt,890000
1507485082570,Concept,Cezanne,CCO-DSP-UNI-BAG-CLU-CEZ-BWR-0,DSP,UNI,BAG,CLU,CEZ,BWR,0,0,Other,2850000
1515119052936,Concept,Men's Bags Sisley,CCO-DSP-UNI-BAG-CLU-SIS-SLR-0,DSP,UNI,BAG,CLU,SIS,SLR,0,0,Other,3800000
1516608547773,Concept,"Silk beads, Enamel",CCO-HAM-UNI-JEW-NEC-133-MIX-0,HAM,UNI,JEW,NEC,133,MIX,0,0,Other,1800000
1519338977971,Concept,Fouquet,CCO-DSP-UNI-BAG-CLU-FOU-LDP-0,DSP,UNI,BAG,CLU,FOU,LDP,0,0,Other,1500000
1520022262174,Concept,Túi cầm tay da (Men Clutch I) ,CCO-DSP-UNI-BAG-CLU-Ml1-REP-0,DSP,UNI,BAG,CLU,Ml1,REP,0,0,Other,5200000
1522292250615,Accessories,Crossbody Bag,GPR-OTH-UNI-BAG-CRB-LOG-COB-0,OTH,UNI,BAG,CRB,LOG,COB,0,0,Other,3650000
1523642648205,Apparel,Traffic Jam,GPR-GKK-WOM-SHH-FBT-TJM-BLK-M,GKK,WOM,SHH,FBT,TJM,BLK,M,High waist Short,Short,1550000
1523887366674,Concept,Tượng sơn mài Kỳ Lân lớn,CPU-PSD-UNI-SOU-DEC-UNI-YEL-L,PSD,UNI,SOU,DEC,UNI,YEL,L,0,Other,0
1529799738974,Apparel,Urban,GPR-GSL-KID-TSS-ONE-URB-ORA-2,GSL,KID,TSS,ONE,URB,ORA,2,T-Shirt Short Sleeves,T-Shirt,550000
1543501604838,Concept,Martial Slipper,CCO-DSP-UNI-FWR-SLI-MAS-RED-40,DSP,UNI,FWR,SLI,MAS,RED,40,0,Other,6200000
1545183476932,Concept,Alex Loafer,CCO-DSP-UNI-FWR-LES-ALF-DBP-36,DSP,UNI,FWR,LES,ALF,DBP,36,0,Other,7800000
1546101472302,Apparel,Logo,GPR-GPI-MEN-POL-RIB-LOG-OLI-L,GPI,MEN,POL,RIB,LOG,OLI,L,Polo Short sleeves,Polo,1390000
1556263846477,Concept,ED Cushion -  Miss Thu,CCO-EDE-UNI-HDR-CUS-THU-BLU-0,EDE,UNI,HDR,CUS,THU,BLU,0,0,Other,480000
1562456176832,Apparel,Aphrodite,GPR-GSL-WOM-TSB-ONE-APH-CRE-L,GSL,WOM,TSB,ONE,APH,CRE,L,T-Shirt Open Back,T-Shirt,810000
1568036959635,Apparel,Jungle,GPR-GBA-MEN-TSP-ONE-JUN-JBG-S,GBA,MEN,TSP,ONE,JUN,JBG,S,T-shirts Pocket Short Sleeves,T-Shirt,890000
1571210738407,Concept,Silk beads,CCO-HAM-UNI-JEW-NEC-134-MIX-0,HAM,UNI,JEW,NEC,134,MIX,0,0,Other,1800000
1576617705076,Accessories,Street Cafe,GPR-OTH-UNI-SOU-HFS-STE-BLU-0,OTH,UNI,SOU,HFS,STE,BLU,0,0,Other,355000
1584738606639,Concept,Alex Loafer,CCO-DSP-UNI-FWR-LES-ALF-RBK-40,DSP,UNI,FWR,LES,ALF,RBK,40,0,Other,7800000
1590954363805,Concept,ED Ethnic Bag -  Moc Chau,CCO-EDE-UNI-BAG-ETB-MCU-MIX-0,EDE,UNI,BAG,ETB,MCU,MIX,0,0,Other,495000
1596098935533,Concept,NECKLACE 1,CCO-HAM-UNI-JEW-NEC-001-MIX-0,HAM,UNI,JEW,NEC,001,MIX,0,0,Other,7600000
1638009044436,Concept,SAIGON CLASSIQUE' 24,CPU-NGO-UNI-FWR-SNE-SGS-PEA-43,NGO,UNI,FWR,SNE,SGS,PEA,43,0,Other,3850000
1640111804938,Concept,Giỏ trà hoa giấy RuNam,CCO-RUN-UNI-HDR-FBA-THG-MIX-0,RUN,UNI,HDR,FBA,THG,MIX,0,0,Other,6372000
1643590205906,Apparel,Hoi An,GPR-GOR-MEN-TSS-ONE-HAI-BLK-M,GOR,MEN,TSS,ONE,HAI,BLK,M,T-Shirt Short Sleeves,T-Shirt,790000
1653056442677,Apparel,Motor,GPR-GOR-MEN-TSS-ONE-MOT-WHI-S,GOR,MEN,TSS,ONE,MOT,WHI,S,T-Shirt Short Sleeves,T-Shirt,890000
1658014971671,Concept,"Silk Beads, Enamel, Silk Tassel",CCO-HAM-UNI-JEW-NEC-D70-MIX-0,HAM,UNI,JEW,NEC,D70,MIX,0,0,Other,1800000
1666379711801,Accessories,Viet Nam,GPR-OTH-UNI-HDR-CUS-VNM-BLK-0,OTH,UNI,HDR,CUS,VNM,BLK,0,0,Other,580000
1668946471033,Apparel,Linen Pants,GPR-GLI-MEN-PAF-BBT-LIN-NAV-L,GLI,MEN,PAF,BBT,LIN,NAV,L,Pants slim fit,Pants,2690000
1679872804772,Concept,ED Cushion -  Miss Kieu,CCO-EDE-UNI-HDR-CUS-KIE-RED-0,EDE,UNI,HDR,CUS,KIE,RED,0,0,Other,480000
1696558049937,Concept,Aznavour Python,CCO-DSP-UNI-BAG-CCR-AZP-BLK-0,DSP,UNI,BAG,CCR,AZP,BLK,0,0,Other,2300000
1698034083978,CF,Vietnamese Coconut Coffee,GPR-GCF-UNI-FNB-CFO-COC-MIX-0,GCF,UNI,FNB,CFO,COC,MIX,0,0,Other,75000
1718848045570,Concept,Easy Loafer I,CCO-DSP-UNI-FWR-LES-EL1-CHO-41,DSP,UNI,FWR,LES,EL1,CHO,41,0,Other,6200000
1720055071839,Apparel,Logo,GPR-GBA-MEN-TSS-ONE-LOG-JBG-XXL,GBA,MEN,TSS,ONE,LOG,JBG,XXL,T-Shirt Short Sleeves,T-Shirt,710000
1728754545736,Apparel,Urban,GPR-GSL-MEN-TTS-ONE-URB-WHI-L,GSL,MEN,TTS,ONE,URB,WHI,L,Tank Top Sleeveless,Tank Top,750000
1743216635831,Concept,Laughing Buddha,CPU-PSD-UNI-SOU-DEC-LBA-GRN-18,PSD,UNI,SOU,DEC,LBA,GRN,18,0,Other,550000
1745478422631,Concept,Black Pepper & Salt Mix Grinder,CPU-BLS-UNI-FNB-SAL-007-MIX-70g,BLS,UNI,FNB,SAL,007,MIX,70g,0,Other,115000
1745660023370,Apparel,Gecko,GPR-GFI-MEN-HLS-ONE-GEC-RED-L,GFI,MEN,HLS,ONE,GEC,RED,L,Hoodies long sleeves,Hoodie,1590000
1764911675779,Apparel,The Chairs,GPR-GBA-WOM-CRO-ONE-TCS-BLK-S,GBA,WOM,CRO,ONE,TCS,BLK,S,Crop Top Short Sleeves Crew Neck Oversized,Short,1190000
1765992138238,Concept,Star Loafer,CCO-DSP-UNI-FWR-HDB-STL-BUR-46,DSP,UNI,FWR,HDB,STL,BUR,46,0,Other,7800000
1766077649335,Concept,Chatto,CCO-DSP-UNI-BAG-CLU-CHA-BPA-0,DSP,UNI,BAG,CLU,CHA,BPA,0,0,Other,1300000
1771068326331,Concept,Alex Loafer,CCO-DSP-UNI-FWR-LES-ALF-DBN-48,DSP,UNI,FWR,LES,ALF,DBN,48,0,Other,7800000
1776887369279,Apparel,Traffic Light,GPR-GBA-MEN-TSS-ONE-TLT-BLK-XXL,GBA,MEN,TSS,ONE,TLT,BLK,XXL,T-Shirt Short Sleeves,T-Shirt,710000
1780943284802,Apparel,Logo,GPR-GFI-MEN-SHS-EBT-LOG-BLK-S,GFI,MEN,SHS,EBT,LOG,BLK,S,Short men straight,Short,1050000
1782940083730,Apparel,Saigon Traffic,GPR-GOR-MEN-TSS-ONE-STC-WHI-L,GOR,MEN,TSS,ONE,STC,WHI,L,T-Shirt Short Sleeves,T-Shirt,790000
1784317619634,Concept,Boxer,CCO-DSP-UNI-FWR-LES-BOX-TUR-41,DSP,UNI,FWR,LES,BOX,TUR,41,0,Other,6200000
1784461648108,Concept,"Silk beads, Enamel",CCO-HAM-UNI-JEW-NEC-139-MIX-0,HAM,UNI,JEW,NEC,139,MIX,0,0,Other,1800000
1785923839584,Apparel,Di Dau,GPR-GOR-MEN-TSS-ONE-DDU-GRE-XL,GOR,MEN,TSS,ONE,DDU,GRE,XL,T-Shirt Short Sleeves,T-Shirt,790000
1792092139278,Accessories,Di Dau,GPR-GCA-UNI-BAG-SHB-DDU-CRE-0,GCA,UNI,BAG,SHB,DDU,CRE,0,0,Other,610000
1795077179672,Concept,Mũ Tòhe - AHA20,CCO-TOH-UNI-HWR-HAT-AH1-MIX-0,TOH,UNI,HWR,HAT,AH1,MIX,0,0,Other,270000
1801304336876,Concept,Shelley,CCO-DSP-UNI-BAG-HDB-SHE-PIN-0,DSP,UNI,BAG,HDB,SHE,PIN,0,0,Other,4650000
1804176449330,Apparel,Banana Leaf,GPR-GSU-WOM-TTB-BNE-BLF-WHI-M,GSU,WOM,TTB,BNE,BLF,WHI,M,Tanktop Open Back,Tank Top,850000
1812036023002,Concept,Men’s Piaf,CCO-DSP-UNI-BAG-WAL-PIA-MBE-0,DSP,UNI,BAG,WAL,PIA,MBE,0,0,Other,3150000
1822891332287,Apparel,Wolf,GPR-GCV-WOM-BLA-BNE-WOL-WHI-S,GCV,WOM,BLA,BNE,WOL,WHI,S,Blouse Long Sleeves Asymmetrical,Blouse,1690000
1831840541076,Apparel,Rain Forest,GPR-GCV-MEN-SIS-BUT-RFT-WHI-L,GCV,MEN,SIS,BUT,RFT,WHI,L,Shirt Short Sleeves ,Shirt,1790000
1832990741170,Concept,Duchamp,CCO-DSP-UNI-ACC-KEY-DUC-DBN-0,DSP,UNI,ACC,KEY,DUC,DBN,0,0,Other,690000
1835716156531,Concept,Boxer,CCO-DSP-UNI-FWR-LES-BOX-BUR-44,DSP,UNI,FWR,LES,BOX,BUR,44,0,Other,6200000
1843658637674,Concept,Thánh Gióng 90x90,CCO-LAN-UNI-HWR-SC1-TGG-GRN-90x90,LAN,UNI,HWR,SC1,TGG,GRN,90x90,0,Other,849000
1852821371574,Concept,Sương Nguyệt Anh 60x60,CCO-LAN-UNI-HWR-SC2-SNA-YEL-60x60,LAN,UNI,HWR,SC2,SNA,YEL,60x60,0,Other,549000
1854747393937,Apparel,Saigon Motor,GPR-GOR-MEN-TSS-ONE-SMR-WHI-XXL,GOR,MEN,TSS,ONE,SMR,WHI,XXL,T-Shirt Short Sleeves,T-Shirt,790000
1863453699905,Concept,ED Ethnic Clutch -  Cong,CCO-EDE-UNI-BAG-CLU-CON-MIX-L,EDE,UNI,BAG,CLU,CON,MIX,L,0,Other,395000
